word,part_of_speech,translate
loyal,adj.,"忠誠的,忠心的"
invasion,n.,"入侵,侵略"
retirement,n.,退休
thirst,n.,"渴,口渴"
pause,v.,中止
tourist,n.,"旅遊者,觀光者"
flow,v.,(河水等)流動
recall,v.,使想起;召回;回憶
million,n.,百萬
paste,n.,漿糊
rob,v.,搶劫
scatter,n.,分散;消散
classic,adj.,典型的;古典的
third,adv.,第三名
suggestion,n.,"建議,提議"
moral,adj.,道德(上)的
than,conj.,比較
designer,n.,時裝設計師;構思者;設計者
around,adv.,"到處,四處;周圍,附近;大約;環繞"
get,v.,得到;拿到
down,adv.,"(境況)變差;下降;向下;減少,減弱"
writer,n.,作家
field,n.,原野;田賽場地;野外
dial,n.,刻度盤;撥號盤;調節器
nonsense,n.,胡說;胡鬧
willing,adj.,"願意的,樂意的"
desire,v.,想與...發生性關係;渴望;要求
plenty,adv.,"足夠,充分地"
beast,n.,野獸
exhaust,v.,使精疲力盡
triumph,v.,獲得勝利
summit,n.,最高級會議;頂峰
contain,v.,包含;容納
bead,v.,用珠裝飾
prevention,n.,"預防,防止"
today,n.,今天
zone,n.,(地)層;地區;時區
fond,adj.,喜歡的;愛好的
antebellum,adj.,戰前的
antecedent,n.,先行詞;祖先;經歷
antedate,v.,使較早發生;先行
antiquated,adj.,過時的;陳舊的
commodious,adj.,寬敞的
composed,adj.,沉著的;鎮定的
compromise,n./v.,和解;妥協
compunction,n.,悔恨;良心的責備
concession,n.,讓步
conduct,v.,傳導;持身;指揮;處理
contemporary,adj.,同時代的;當代的
collaborate,v.,合作;通敵
collateral,adj.,附隨的
collateral,n.,擔保物
collocate,v.,搭配;配置
correspond,v.,一致;符合;通信
corroborate,v.,確實;確證
corrode,v.,腐蝕;間接
coeducation,n.,男女同校/班制
epicenter,n.,(權利等的)中心;震央
epiglottis,n.,會厭軟骨
epigram,n.,機智的短詩;警句
epitome,n.,縮影
epoch,n.,時代;紀元
ephemeral,adj.,朝生暮死的;短暫的
forbear,v.,克制;忍受
forfeit,v.,(因犯罪、過失等而)喪失
forgo,v.,作罷;放棄
forswear,v.,堅決放棄;發誓拋棄
forebode,v.,預示
foreclosure,n.,回贖權的取消
forerunner,n.,先驅;前鋒
foresee,v.,預知;預見
forestall,v.,先發制人;預先阻止
foreword,n.,前言;序
hyperbole,n.,誇張(法)
hypercritical,adj.,吹毛求疵的
hyperopia,n.,遠視
hypertension,n.,高血壓
hypertrophy,n.,肥大
hypochondria,n.,憂鬱症
hypodermic,adj.,皮下的
hypothermia,n.,低體溫症;失溫症;體溫過低
hypothesis,n.,假定;假說
interdict,v.,制止;禁止
interdict,n.,禁令;禁止
interface,n.,介面
interject,v.,突然插話
interrogate,v.,審問;訊問;質問
interrupt,v.,中斷;打斷
interwine,v.,糾纏;編結;纏繞
interval,n.,中場休息;距離;間隔
intellectual,adj.,使用腦子的;智力的
metabolism,n.,新陳代謝
metamorphosis,n.,變形
metaphysics,n.,形而上學
metastasis,n.,(患部的)轉移
paramedic,n.,醫務輔助人員
paranormal,adj.,超自然的;超過正常範圍的
paraplegia,n.,下身癱瘓
parasite,n.,寄生蟲
perigee,n.,近地點
perihelion,n.,近日點
perilune,n.,近月點
perimeter,n.,周圍;周長
peripatetic,adj.,遊歷的
periphery,n.,(神經的)末梢;外圍
posthumous,adj.,死後的;身後的
postmodernism,n.,後現代主義
postmortem,n.,事實剖析;驗屍
postnatal,adj.,出生後的;產後的
postscript,n.,(信末簽名後的)附筆
postseason,adj.,季後的
precipitate,v.,促使;加速;墜落
percursor,n.,先驅;前兆
preempt,v.,先占有;先發制人;取得先買權
premeditated,adj.,預謀的
premises,n.,建築物及其周圍所屬土地(複數形)
preposterous,adj.,荒謬的
recuperate,v.,復元;恢復
refund,v.n.,退款
regurgitate,v.,使湧回;反芻
rehabilitation,n.,復原;更生
reiterate,v.,重複地說
repudiate,v.,批駁;拒絕接受
respiratory,adj.,呼吸的
retailer,n.,零售商
subculture,n.,次文化
subjugate,v.,使服從;克制;征服
submerge,v.,使浸入;潛入
substitue,v.,代替;替換
substitue,n.,代替物;代理人
subterranean,adj.,地下的
subvert,v.,暗中破壞;顛覆
subcessor,n.,後繼者
succinct,adj.,簡潔的
succumb,v.,屈服;死
suffice,v.,充足;足夠
suggestive,adj.,引發聯想的;暗示的
supplicate,v.,哀求;祈求
surreptitious,adj.,偷偷摸摸的;暗中的
surrogate,n.,代替物;代理人
supercilious,adj.,擺架子的;高傲的
superfluous,adj.,不必要的;多餘的;過剩的
surpass,adj.,剩餘的;過剩的
surveillance,n.,監視
syndrome,n.,症候群;綜合症狀
symbiotic,adj.,共生的
syllabus,n.,課程大綱
syllogism,n.,三段論法
ultralight,adj.,超輕的
ultraradical,adj.,超激進的
ultrasound,n.,超音波
ultrathin,adj.,超薄的
ultraviolet,n.,紫外線
aberrant,adj.,異常的;脫離常軌的
abhorrent,adj.,令人厭惡的;非常討厭的
abominate,adj.,憎惡;痛恨
absolve,v.,免除;赦免
abstain,v.,戒絕;棄權
abuse,v.n.,濫用;虐待;辱罵
admonish,v.,告誡;警告
adorn,v.,裝飾
affiliate,v.,作為分支機構;併入;使隸屬於
affluent,adj.,富裕的;富足的
aggravate,v.,使惡化;加劇
alleged,adj.,聲稱的;被指控的
alleviate,v.,減輕
annihilate,v.,廢止;消減
annul,v.,使無效;取消
appraisal,n.,估價;評估
apprehend,v.,逮捕;領悟
assertion,n.,(權利等的)主張;斷言;聲明
attenuate,v.,(使)減弱;(使)變稀薄
apogee,n.,最高點;遠地點
apoplexy,n.,中風;暴怒
apostate,n.,叛教者;脫黨者
appostle,n.,使徒;倡導者
apotheosis,n.,神化;禮讚
cataclysm,n.,大動亂;大災難(如洪水、地震)
catalyst,n.,催化劑;觸媒
catapult,n.,投石器;發射器
catapult,v.,(用彈射器)發射;快速移動
cataract,n.,大瀑布;白內障
circuitous,adj.,繞道的;迂迴的
circumscribe,v.,在周圍劃線;限制
circumspect,adj.,考慮周詳的;謹慎的
deformed,adj.,畸形的
deliberately,advv.,有計畫地;蓄意地
depreciate,v.,貶值;貶損
detract,v.,減損;貶低
devastating,adj.,壓倒性的;毀滅性的;破壞性極大的
devoid,adj.,缺乏的
devout,adj.,虔誠的
dialysis,n.,洗腎;透析
diaphanous,adj.,(織物等)透明的
diaphragm,n.,橫膈膜
diarrhea,n.,腹瀉
diatribe,n.,惡罵;誹謗
discomfit,v.,使挫敗;使狼狽
discrepancy,n.,不一致;差異
dishevelled,adj.,頭髮蓬亂的
disparaging,adj.,蔑視的;輕視的
disreputable,adj.,名譽不好的;聲名狼藉的
diffuse,v.,擴散
dilapidated,adj.,損壞的;要倒塌的
dilate,v.,使膨脹;擴大
dilute,v.,沖淡;稀釋
exalt,v.,擢升;讚揚
exasperate,v.,加劇;激怒
exigent,adj.,強求的;緊急的
exonerate,v.,使無罪;免除(義務等)
exorbitant,adj.,(花費、價格等)過高的
eclectic,adj.,兼容並蓄的;折衷的
efface,v.,抹殺;拭除
effeminate,adj.,女人似的;無男子氣概的
extradite,v.,引渡的
extrovert,n.,個性外向的人
exogamy,n.,異族通婚
ectoderm,n.,外胚層
incur,v.,招;蒙(責難、懲罰等)
immerse,v.,使埋首於;使浸沒
impeach,v.,彈劾;指責
impede,v.,妨礙;阻礙
irradiate,v.,照耀;輻照
irrigation,n.,灌溉
intramural,adj.,校內的
intravenous,adj.,靜脈內的
introspection,n.,內省;內觀
introvert,n.,個性內向的人
endocrine,n.,內分泌腺
esoteric,adj.,奧秘的;難理解的
perennial,adj.,四季不斷的;多年(生)的;永遠的
perfidy,n.,背信忘義
perfunctory,adj.,敷衍的;草率的
perjury,n.,偽證(罪)
permanently,adj.,永久地;永遠地
perpetrator,n.,犯罪者
perpetual,adj.,永久的;無休止的
pellucid,adj.,明晰的;透明的
procrastinate,v.,拖延;耽擱
prodigal,adj.,放蕩的;浪費的
prognosticate,v.,預測;預言
proscribe,v.,剝奪法律保護權;禁止
retro,adj.,復古的
retroactive,adj.,具追溯力的
retrocede,v.,交還;歸還
retroflex,adj.,後翻的;捲舌的
retrospect,v.,回想;回顧
retrospect,n.,回想;回顧
seclusion,n.,隔離;隱遁
secrete,v.,分泌
sedition,n.,煽動騷動或鬧事
segregate,v.,分離;隔離
telebanking,n.,遠距銀行作業
telecommute,v.,遠距辦公
telepathy,n.,心電感應
transfusion,n.,輸血
transgress,v.,踰越;違反
translucent,adj.,半透明的
transpire,v.,(秘密)洩漏;發生;蒸發
transvestite,n.,異性裝扮癖者
traduce,v.,中傷;詆毀
travesty,n.,曲解;滑稽模仿;誇張
trajectory,n.,彈道;軌線
amnesia,n.,失憶症
amoral,adj.,沒有道德觀念的;與道德無關的
apathy,n.,漠然;無動於衷
aphasia,n.,失語症
atheist,n.,無神論者
atypical,adj.,反常的;非典型的
anarchy,n.,無政府的(狀態)
anemia,n.,貧血症
anesthetize,v.,使麻醉
antidote,n.,對抗手段;矯正方法;解毒劑
antigen,n.,抗原
antisocial,adj.,反社會的
antagonize,v.,使敵對;引起...的反感
Antarctic,adj.,南極的
counteract,v.,反制;對抗
counterfeit,v.,仿製;偽造
counterfeit,adj.,仿製的;偽造的
counterfeit,n.,仿製品;偽製物
contravene,v.,牴觸;違反;違背
indelible,adj.,不能消除的;難忘的
ineffable,adj.,不可名狀的;說不出的
ineluctable,adj.,不可避免的;無法逃避的
infallible,adj.,絕對不錯的;絕無謬誤的
infamous,adj.,不名譽的;聲名狼藉的
innocuous,adj.,無害的;無惡意的
inscrutable,adj.,莫測高深的;難理解的
immaculate,adj.,無瑕的;純潔的
immoral,adj.,不道德的
immunity,n.,免疫力;免除;豁免(權)
impartial,adj.,不偏心的;公平公正的
impeccable,adj.,完美的;無過失的
impregnable,adj.,堅固的;無法攻取的
illegible,adj.,難以辨讀的
illicit,adj.,違法的;非法的
irrational,adj.,不合理的;不理性的
irrelevant,adj.,不對題的;不相干的
nonalcoholic,adj.,不含酒精的
nonchalant,adj.,冷淡的;漠不關心的
noncommittal,adj.,不表態的;態度曖昧的;未置可否的
nonexistent,adj.,不存在的
nonplus,v.,使不知所措;使困惑
nonprofit,adj.,非營利性的
nonstop,adj.,不停的;不斷的
nonstop,adv.,不停地;不斷地
nonviolence,n.,非暴力(主義)
obliterate,v.,抹消;過去
oblivious,adj.,忘卻的;沒有查覺到的
obnoxious,adj.,可憎的;討厭的
obsequious,adj.,奉承的;諂媚的
obsession,n.,無法擺脫的意念;著魔
obviate,v.,排除;省除
occidental,adj.,西方的;西洋的
occult,adj.,玄妙的;神秘的
undue,adj.,不當的;未到期的;過度的
unmanned,adj.,無人操縱的;無人駕駛的
unparalleled,adj.,無比的;無雙的
unrelenting,adj.,不寬恕的;不屈不撓的;無情的
unremitting,adj.,不停歇的;不間斷的
unwieldy,adj.,不靈便的;難使用的;龐大笨重的
ale,n.,麥酒
grunting,n.,咕嚕聲
indistinct,adj.,模糊的
in favor of,phrase.,贊成
flung,v.,發射
tirelessly,adv.,孜孜不倦地
warlock,n.,術士
bauble,n.,玩具
lust,n.,慾望
dishonor,n.,不名譽;羞辱
raven,n.,烏鴉
usurper,n.,篡位者
birthright,n.,與生俱來的權利
yeld,v.,屈服;投降;產生
allegiance,n.,忠誠
ought to,aux.,應該
immune,v.,免疫
affliction,n.,痛苦
forlorn,adj.,孤苦伶仃的
halfwit,n.,傻瓜
swore,v.,發誓
legacy,n.,遺產
tore,v.,撕毀
gag,v.,堵嘴
leash,n.,皮帶
stangle,v.,絞殺
dumbest,adj.,最愚蠢的
charwoman,n.,女傭
crescent,adj.,鐮刀狀的
cloak,n.,披風
highborn,adj.,出身高貴的
sigil,n.,印記;符印
manhood,n.,男子漢
tit,n.,(女人的)乳房
breach,v.,打進;衝破
vanguard,n.,前鋒
sack,v.,洗劫
lance,n.,長矛
mace,n.,錘
curtsy,n.,屈膝禮
benevolent,adj.,仁慈的;慈悲的;有愛心的;親切的
benign,adj.,(疾病)良性的;和藹的;慈祥的
bonanza,n.,富礦帶;幸運;致富之源
dysentery,n.,痢疾
dysfunction,n.,官能不良;官能障礙
dysiexia,n.,閱讀困難症
dyspepsia,n.,消化不良
dysphonia,n.,發聲困難
eugenics,n.,優生學
eulogy,n.,頌揚;頌辭
euphemism,n.,委婉語
euphoria,n.,極度愉快;過度興奮
euthanasia,n.,安樂死
malevolent,adj.,壞心腸的;有惡意的
malice,n.,惡意;敵意
malignant,adj.,(疾病)惡性的;惡毒的
malodorous,adj.,有惡臭的
malpractice,n.,瀆職;醫療疏失
misanthropy,n.,厭惡人類
miscalculate,v.,估錯;算錯
misdemeanor,n.,行為不檢;輕罪
misogyny,n.,厭惡女人
mistreat,v.,虐待
homogeneous,adj.,同種的;均質的
homonym,n.,同音異義字
homorganic,adj.,發音部位相同的
homeopathy,n.,順勢療法
heterodoxy,n.,異端;邪說
heterogeneous,adj.,異種的;異質的
heteronomy,n.,他律;他治
heteronym,n.,拼法相同之異音異義字
unicorn,n.,獨角獸
unilateral,adj.,單方的;單邊的
unisex,adj.,男女通用的
monogamy,n.,一夫一妻制
monologue,n.,(旁人插不了嘴的)長篇大論;獨自
mononucleosis,n.,單核白血球增多症
monosyllabic,adj.,單音節的
monotheism,n.,一神論
monoxide,n.,一氧化物
biennial,adj.,兩年一次的
bigamy,n.,重婚(罪)
bilateral,adj.,雙方的;雙邊的
bilingual,adj.,能用兩種語言的;雙語的
bimonthly,adj.,兩個月一次的
bimonthly,adv.,兩個月一次地
bimonthly,n.,雙月刊
biped,adj.,雙足的
biped,n.,雙足動物
bisexual,adj.,雙性(戀)的
bisexual,n.,雙性(戀)者
biweekly,adj.,兩周一次的
biweekly,adv.,兩周一次地
biweekly,n.,雙周刊
dichotomy,n.,一分為二;二分法
dioxide,n.,二氧化物
duet,n.,二重唱
duplicate,v.,複製
duplicate,adj.,複製的
duplicate,n.,複製品
tricolor,n.,三色旗
tricolor,adj.,三色旗
trident,n.,三叉戟
trigonometry,n.,三角學
trilogy,n.,三部曲
trio,n.,三個/件/人一組;三重唱/奏
triple,adv.,(使)成為三倍
quadrangle,n.,四角形
quadruped,n.,四足動物
quadruple,n.,四倍
quadruple,adj.,四倍的
quadruple,v.,(使)成為四倍
quarted,n.,四個/件/人一組;四重唱/奏
decathlon,n.,十項運動
decibel,n.,分貝
decimal,adj.,十進位的;小數的
decimate,v.,大批毀滅;每十人殺一人
decimeter,n.,公寸
centenarian,n.,百歲人瑞
centennial,adj.,一百年的
centennial,n.,一百周年
centesimal,adj.,百分之一的;百進位的
centigrade,n.,攝氏溫度
centigram,n.,公毫
kilocalorie,n.,千卡;大卡
kilohertz,n.,千赫
kiloliter,n.,公秉;千升
kiloton,n.,千噸
kilowatt,n.,千瓦
millennium,n.,千(禧)年
milligram,n.,毫克
milliliter,n.,毫升
millimeter,n.,公釐
millimicron,n.,毫微米
ambidextrous,adj.,兩手都善用的
ambivalence,n.,正、反感情並存
amphibian,n.,兩棲動物、植物
amphibology,n.,模稜兩可的言詞
microbe,n.,微生物;細菌
microchip,n.,微晶片
microcosm,n.,微觀宇宙;縮影
micrometer,n.,測微計
microscopic,adj.,微視的;極小的
microsecond,n.,微秒(百萬分之一秒)
minimalism,n.,極簡主義
minuscule,adj.,小寫的;極小的
minute,adj.,極不重要的;極小的
magniloquent,adj.,誇大的
megabucks,n.,一大筆錢
megabyte,n.,百萬位元組
megalomania,n.,自大狂
megaphone,n.,大聲公(擴音器)
multicolor,adj.,多色的;彩色的
multicolor,n.,多色的設計
multifarious,adj.,各式各樣的;繁雜的
multimedia,n.,多媒體
multinational,n.,跨國公司
multinational,adj.,多國的;跨國的
multipurpose,adj.,多功能的;多用途的
multitude,n.,大量;群眾
omnibus,n.,公共汽車
omnibus,adj.,綜合性的
omnipotent,adj.,無所不能的
imnipresent,adj.,無所不在的
omniscient,adj.,無所不知的
omnivore,n.,雜食動物;雜食的人
pan-Asian,adj.,整個亞洲的;泛亞的
pandemonium,n.,大混亂
panoply,n.,全副盔甲;盛大的場面;華服美飾
panoramic,adj.,全景的
pantheism,n.,泛神論
pantomime,v.,比手畫腳;默劇
polyandry,n.,一妻多夫
polygamy,n.,一夫多妻
polyglot,n.,通數種語言的人
polygon,n.,多角形;多邊形
polygraph,n.,測謊器
polytheism,n.,多神論
semiautomatic,adj.,半自動的
semiconductor,n.,半導體
semifinal,n.,準決賽
semimonthly,adj.,每半個月一次的
semimonthly,adv.,每半個月一次地
semimonthly,n.,半月刊
semiofficial,adj.,半官方的
semiprofessional,adj.,半職業的
semiprofessional,n.,半職業選手
hemiplegia,n.,半身不遂
demigod,n.,半神半人;小神;神化的英雄
acerbate,v.,使煩惱;使發怒
acerbic,adj.,刻薄的;尖銳的;酸澀的
exacerbate,v.,使加劇;使惡化;使發怒
acrid,adj.,刻薄的;辛辣的
acrimony,n.,刻薄;尖酸;激烈;辛辣
acumen,n.,聰敏;銳利
acupuncture,n.,針灸
archaic,adj.,古風的;古體的
archeology,n.,考古學
archetype,n.,典型;原型
archipelago,n.,多島海;群島
archives,n.,案卷、公文保管處
matriarch,n.,女家長;女族長
monarchy,n.,君主;君主政體;政體
oligarchy,n.,寡頭政治
patriarchy,n.,父權制(社會)
duress,n.,強制;脅迫
indurate,v.,使堅固;使無感覺;使硬化
obdurate,adj.,執拗;頑固
perdure,v.,持久;持續
forced,adj.,不得已的;強迫的
forcible,adj.,使用暴力的;強制的
perforce,adv.,強制地;必然地
fortitude,n.,不屈不撓;堅忍不拔
negate,v.,使無效;否定;否認
negligent,adj.,疏忽的;粗心大意的
negligible,adj.,可忽略的;微不足道的
abnegate,v.,克制(慾望等);放棄(權力等)
novelty,n.,新奇;新穎;新鮮
innovate,v.,創新;革新
renovate,v.,修復;更新;翻新
neologism,n.,新義(的使用);新詞(的使用)
neophilia,n.,對新奇事物之強烈興趣
neophyte,n.,出生;新入教者
neoplasm,n.,(醫)新生物;癌
plenary,adj.,充分的;全體出席的;完全的
replenish,v.,再充滿;補充
complimentary,adj.,免費贈送的;表示敬意的;讚賞的
deplete,v.,使枯竭;耗盡
expletive,n.,感嘆語;穢語;虛字
replete,adj.,充滿的;裝滿的
sated,adj.,生膩的;饜足的
insatiable,adj.,不知足的;貪得無厭的
dissatisfied,adj.,不快的;不滿意的
unsatisfactory,adj.,不符合要求的;令人不滿意的
saturate,v.,使濕透;使飽和;浸透
unsaturated,adj.,不飽和的
vacate,v.,撤出;空出;辭去;騰出
vacuous,adj.,無意義的;空虛的
evanescent,adj.,瞬息即逝的;逐漸消失的
void,adj.,無用的;空的;缺乏的
void,n.,宇宙空間;空虛(感);空隙
avoidance,n.,迴避;逃避;避免
validate,v.,使有效;使生效
valor,n.,勇氣;英勇
convalescent,adj.,康復期的;漸癒的
invalid,adj.,作廢的;無效的
invalid,n.,殘疾者;病弱的人
prevalent,adj.,普遍的;盛行的
avail,v.,有利;有用;有益
avail,n.,利益;效用
captor,n.,俘虜;捕捉者;擄獲(他人)者
amend,v.,改正
squire,n.,護衛
slander,n.,誹謗
lordship,n.,主權
shawl,n.,圍巾;披肩
centralize,v.,使成為中央集權制;把...集中於中央
centrifugal,adj.,離心的
centripetal,adj.,向心的
decentralize,v.,使分散;使分權
egocentric,adj.,自我中心的
heliocentric,adj.,以太陽為中心的
equilateral,adj.,等邊的
equilibrium,n.,平衡;平衡狀態
equinox,n.,春分/秋分;晝夜平分時
equitable,adj.,公平的;公正的
equity,n.,公平;公正;資產淨值
equivocal,adj.,不明確的;模稜兩可的
equanimity,n.,平靜;鎮定
equator,n.,赤道
affinity,n.,密切關係;情投意合;類同
definitely,adv.,明確地;確實地;肯定地
infinitesimal,adj.,無限小的
infinitive,n.,不定詞
infinitive,adj.,不定詞的
localism,n.,地方色彩;鄉土偏愛
locality,n.,地點;場所
dislocate,v.,使脫臼;打亂
relocate,v.,遷徙;重新安置
mediocre,adj.,不夠好的;平庸的
Mediterranean,adj.,地中海的
